"","Taxon","leaf.area","source"
"487","Cinnamomum oliveri",19.17,"AUSTRAITS_dataset_68"
"490","Cinnamomum oliveri",29.4,"AUSTRAITS_dataset_49"
"496","Cissus antarctica",12.44,"Gallagher_field_workPHD"
"497","Cissus antarctica",18.67,"AUSTRAITS_dataset_68"
"499","Cissus antarctica",30.9,"AUSTRAITS_dataset_68"
"501","Cissus antarctica",31.53,"AUSTRAITS_dataset_68"
"503","Cissus antarctica",32.34,"AUSTRAITS_dataset_68"
"505","Cissus antarctica",35.379,"AUSTRAITS_dataset_52"
"507","Cissus antarctica",35.38,"AUSTRAITS_dataset_68"
"508","Cissus antarctica",39.16,"AUSTRAITS_dataset_68"
"510","Cissus antarctica",39.61,"Gallagher_field_workPHD"
"511","Cissus antarctica",39.9,"AUSTRAITS_dataset_49"
"512","Cissus antarctica",41.63,"AUSTRAITS_dataset_68"
"514","Cissus antarctica",45.46,"AUSTRAITS_dataset_68"
"517","Cissus antarctica",65.048,"AUSTRAITS_dataset_8"
"519","Cissus antarctica",65.05,"AUSTRAITS_dataset_68"
"537","Cissus hypoglauca",0.181,"AUSTRAITS_dataset_3"
"538","Cissus hypoglauca",2.816,"AUSTRAITS_dataset_10"
"539","Cissus hypoglauca",11.438,"AUSTRAITS_dataset_68"
"540","Cissus hypoglauca",11.44,"Gallagher_field_workPHD"
"541","Cissus hypoglauca",12.59,"AUSTRAITS_dataset_8"
"544","Cissus hypoglauca",15.67,"Gallagher_field_workPHD"
"546","Cissus hypoglauca",15.84,"Gallagher_field_workPHD"
"547","Cissus hypoglauca",16.5,"AUSTRAITS_dataset_68"
"549","Cissus hypoglauca",16.94,"Gallagher_field_workPHD"
"550","Cissus hypoglauca",16.942,"AUSTRAITS_dataset_68"
"551","Cissus hypoglauca",17.836,"AUSTRAITS_dataset_68"
"552","Cissus hypoglauca",17.84,"Gallagher_field_workPHD"
"553","Cissus hypoglauca",18.61,"AUSTRAITS_dataset_68"
"557","Cissus hypoglauca",22.969,"AUSTRAITS_dataset_49"
"558","Cissus hypoglauca",28.16,"AUSTRAITS_dataset_68"
"560","Cissus hypoglauca",28.756,"AUSTRAITS_dataset_8"
"579","Citronella moorei",35,"AUSTRAITS_dataset_68"
"581","Citronella moorei",36.75,"AUSTRAITS_dataset_49"
"589","Cleistanthus cunninghamii",12,"AUSTRAITS_dataset_68"
"591","Cleistanthus cunninghamii",12.6,"AUSTRAITS_dataset_49"
"592","Cleistanthus cunninghamii",23.15,"AUSTRAITS_dataset_68"
"593","Cleistanthus cunninghamii",23.153,"AUSTRAITS_dataset_28"
"594","Cleistanthus cunninghamii",23.23,"Gallagher_field_workPHD"
"595","Cleistanthus cunninghamii",25.488,"AUSTRAITS_dataset_28"
"596","Cleistanthus cunninghamii",42.292,"AUSTRAITS_dataset_28"
"598","Cleistanthus cunninghamii",13.7425,"C. James SEQLD field data"
"599","Cleistanthus cunninghamii",11.512,"C. James SEQLD field data"
"600","Cleistanthus cunninghamii",17.44616667,"C. James SEQLD field data"
"603","Clematis aristata",9,"AUSTRAITS_dataset_10"
"607","Clematis aristata",10.5,"AUSTRAITS_dataset_49"
"608","Clematis aristata",24.31,"Gallagher_field_workPHD"
"609","Clematis aristata",24.312,"AUSTRAITS_dataset_68"
"610","Clematis aristata",34,"AUSTRAITS_dataset_68"
"613","Clematis aristata",34.07,"AUSTRAITS_dataset_8"
"615","Clematis aristata",49.66,"Gallagher_field_workPHD"
"632","Clerodendrum floribundum",64.969,"AUSTRAITS_dataset_49"
"633","Clerodendrum floribundum",66.413,"AUSTRAITS_dataset_56"
"640","Commersonia bartramia",47.84,"Gallagher_field_workPHD"
"641","Commersonia bartramia",49,"AUSTRAITS_dataset_68"
"642","Commersonia bartramia",61.25,"AUSTRAITS_dataset_49"
"651","Croton acronychioides",19.6,"AUSTRAITS_dataset_49"
"654","Cryptocarya bidwillii",17.85,"AUSTRAITS_dataset_49"
"656","Cryptocarya glaucescens",18,"AUSTRAITS_dataset_68"
"657","Cryptocarya glaucescens",19,"AUSTRAITS_dataset_68"
"658","Cryptocarya glaucescens",19.95,"AUSTRAITS_dataset_49"
"659","Cryptocarya glaucescens",24,"AUSTRAITS_dataset_10"
"660","Cryptocarya glaucescens",27.93,"AUSTRAITS_dataset_68"
"661","Cryptocarya glaucescens",31.867,"AUSTRAITS_dataset_8"
"662","Cryptocarya glaucescens",32.706,"AUSTRAITS_dataset_8"
"663","Cryptocarya glaucescens",32.71,"AUSTRAITS_dataset_68"
"674","Cryptocarya laevigata",11.33,"AUSTRAITS_dataset_68"
"675","Cryptocarya laevigata",26.815,"AUSTRAITS_dataset_67"
"676","Cryptocarya laevigata",26.82,"AUSTRAITS_dataset_32"
"678","Cryptocarya laevigata",26.906,"AUSTRAITS_dataset_49"
"680","Cryptocarya laevigata",15.36933333,"C. James SEQLD field data"
"681","Cryptocarya laevigata",17.28425,"C. James SEQLD field data"
"682","Cryptocarya macdonaldii",30.8,"AUSTRAITS_dataset_49"
"683","Cryptocarya obovata",18,"AUSTRAITS_dataset_68"
"685","Cryptocarya obovata",18.9,"AUSTRAITS_dataset_49"
"689","Cryptocarya obovata",62.703,"C. James SEQLD field data"
"690","Cryptocarya obovata",71.423,"C. James SEQLD field data"
"691","Cryptocarya obovata",38.4326,"C. James SEQLD field data"
"693","Cryptocarya sclerophylla",14,"AUSTRAITS_dataset_49"
"694","Cryptocarya triplinervis",15,"AUSTRAITS_dataset_68"
"695","Cryptocarya triplinervis",15.81,"Gallagher_field_workPHD"
"701","Cryptocarya triplinervis",15.50616667,"C. James SEQLD field data"
"702","Cryptocarya triplinervis",13.042,"C. James SEQLD field data"
"710","Cupaniopsis anacardioides",26.667,"AUSTRAITS_dataset_68"
"711","Cupaniopsis anacardioides",30.13,"Gallagher_field_workPHD"
"712","Cupaniopsis anacardioides",34.54,"Gallagher_field_workPHD"
"713","Cupaniopsis anacardioides",34.79,"Gallagher_field_workPHD"
"714","Cupaniopsis anacardioides",37.013,"AUSTRAITS_dataset_56"
"716","Cupaniopsis anacardioides",39.88,"Gallagher_field_workPHD"
"717","Cupaniopsis anacardioides",41.398,"AUSTRAITS_dataset_68"
"733","Cupaniopsis anacardioides",11.727,"C. James SEQLD field data"
"734","Cupaniopsis newmanii",23.75,"AUSTRAITS_dataset_68"
"735","Cupaniopsis newmanii",24.938,"AUSTRAITS_dataset_49"
"737","Cupaniopsis serrata",15.75,"AUSTRAITS_dataset_49"
"740","Cyclophyllum coprosmoides",21.788,"AUSTRAITS_dataset_49"
"744","Cyperus involucratus",38.25,"NSW Flora Online,leaf area calculated from leaf dimensions"
"2791","Cyperus spp",38.25,"NSW Flora Online"
"745","Daphnandra apatela",19.25,"AUSTRAITS_dataset_68"
"747","Daphnandra apatela",20.213,"AUSTRAITS_dataset_49"
"748","Daphnandra tenuipes",12.75,"AUSTRAITS_dataset_68"
"749","Daphnandra tenuipes",13.388,"AUSTRAITS_dataset_49"
"752","Derris involuta",8.313,"AUSTRAITS_dataset_49"
"2809","Desmodium spp",14.7,"NSW flora online"
"758","Dioscorea transversa",8.03,"AUSTRAITS_dataset_68"
"759","Dioscorea transversa",8.035,"AUSTRAITS_dataset_8"
"760","Dioscorea transversa",12.777,"AUSTRAITS_dataset_8"
"761","Dioscorea transversa",12.78,"AUSTRAITS_dataset_68"
"762","Dioscorea transversa",15.65,"Gallagher_field_workPHD"
"763","Dioscorea transversa",17.12,"AUSTRAITS_dataset_68"
"765","Dioscorea transversa",20.78,"Gallagher_field_workPHD"
"766","Dioscorea transversa",26.03,"AUSTRAITS_dataset_68"
"768","Dioscorea transversa",28.33,"AUSTRAITS_dataset_68"
"771","Dioscorea transversa",32.13,"AUSTRAITS_dataset_68"
"773","Dioscorea transversa",44.1,"AUSTRAITS_dataset_49"
"786","Diospyros australis",0.26,"AUSTRAITS_dataset_3"
"787","Diospyros australis",11.27,"AUSTRAITS_dataset_10"
"788","Diospyros australis",12.513,"AUSTRAITS_dataset_49"
"789","Diospyros australis",14.249,"AUSTRAITS_dataset_52"
"791","Diospyros australis",14.25,"AUSTRAITS_dataset_68"
"792","Diospyros australis",15.48,"AUSTRAITS_dataset_68"
"793","Diospyros australis",19.28,"AUSTRAITS_dataset_8"
"796","Diospyros australis",19.699,"AUSTRAITS_dataset_8"
"798","Diospyros australis",19.92,"Gallagher_field_workPHD"
"799","Diospyros australis",21.15,"Gallagher_field_workPHD"
"800","Diospyros australis",22.31,"AUSTRAITS_dataset_68"
"801","Diospyros australis",22.313,"AUSTRAITS_dataset_52"
"803","Diospyros australis",23.74,"Gallagher_field_workPHD"
"812","Diospyros ellipticifolia",72.45,"AUSTRAITS_dataset_49"
"814","Diospyros fasciculosa",26.25,"AUSTRAITS_dataset_68"
"815","Diospyros fasciculosa",27.563,"AUSTRAITS_dataset_49"
"817","Diospyros geminata",16.538,"AUSTRAITS_dataset_49"
"818","Diospyros pentamera",10.5,"AUSTRAITS_dataset_68"
"821","Diospyros pentamera",12.82,"Gallagher_field_workPHD"
"822","Diospyros pentamera",13.85,"Gallagher_field_workPHD"
"823","Diospyros pentamera",14.7,"AUSTRAITS_dataset_49"
"824","Diospyros pentamera",16.5,"Gallagher_field_workPHD"
"825","Diospyros pentamera",20.88,"Gallagher_field_workPHD"
"839","Diploglottis australis",86,"AUSTRAITS_dataset_68"
"841","Diploglottis australis",90.3,"AUSTRAITS_dataset_49"
"842","Diploglottis australis",95.469,"AUSTRAITS_dataset_68"
"849","Dissiliaria baloghioides",26.775,"AUSTRAITS_dataset_49"
"853","Drypetes deplanchei",13,"AUSTRAITS_dataset_68"
"854","Drypetes deplanchei",17.01,"Gallagher_field_workPHD"
"855","Drypetes deplanchei",18.802,"AUSTRAITS_dataset_49"
"856","Drypetes deplanchei",20.28,"Gallagher_field_workPHD"
"857","Drypetes deplanchei",22.82,"AUSTRAITS_dataset_29"
"858","Drypetes deplanchei",22.86,"Gallagher_field_workPHD"
"859","Drypetes deplanchei",24.75,"Gallagher_field_workPHD"
"873","Dysoxylum rufum",29,"AUSTRAITS_dataset_68"
"874","Dysoxylum rufum",35.525,"AUSTRAITS_dataset_49"
"875","Dysoxylum rufum",47.77,"Gallagher_field_workPHD"
"883","Elaeagnus triflora",22.05,"AUSTRAITS_dataset_49"
"884","Elaeagnus triflora",26.98,"AUSTRAITS_dataset_68"
"891","Elaeocarpus grandis",22.5,"AUSTRAITS_dataset_68"
"893","Elaeocarpus grandis",27.62,"AUSTRAITS_dataset_32"
"900","Elaeocarpus obovatus",8.9,"Gallagher_field_workPHD"
"901","Elaeocarpus obovatus",12.5,"AUSTRAITS_dataset_68"
"902","Elaeocarpus obovatus",12.77,"Gallagher_field_workPHD"
"903","Elaeocarpus obovatus",13.125,"AUSTRAITS_dataset_49"
"913","Elattostachys nervosa",24,"AUSTRAITS_dataset_68"
"915","Elattostachys nervosa",25.2,"AUSTRAITS_dataset_49"
"916","Elattostachys nervosa",21.059,"C. James SEQLD field data"
"918","Elattostachys xylocarpa",10.083,"AUSTRAITS_dataset_68"
"919","Elattostachys xylocarpa",10.588,"AUSTRAITS_dataset_49"
"925","Embelia australiana",10.08,"AUSTRAITS_dataset_68"
"928","Embelia australiana",17.136,"AUSTRAITS_dataset_49"
"929","Embelia australiana",17.31,"AUSTRAITS_dataset_68"
"931","Embelia australiana",25.41,"AUSTRAITS_dataset_68"
"933","Embelia australiana",25.6,"AUSTRAITS_dataset_68"
"937","Embelia australiana",27.97,"AUSTRAITS_dataset_68"
"939","Embelia australiana",31.64,"Gallagher_field_workPHD"
"950","Endiandra discolor",16.33,"AUSTRAITS_dataset_68"
"952","Endiandra discolor",18.2,"AUSTRAITS_dataset_49"
"953","Endiandra discolor",23.37,"AUSTRAITS_dataset_39"
"954","Endiandra discolor",26.2,"Gallagher_field_workPHD"
"955","Endiandra discolor",44.49,"Gallagher_field_workPHD"
"986","Endiandra discolor",19.5572,"C. James SEQLD field data"
"962","Endiandra globosa",33,"AUSTRAITS_dataset_68"
"964","Endiandra globosa",41.948,"AUSTRAITS_dataset_49"
"968","Endiandra pubens",23.33,"AUSTRAITS_dataset_68"
"971","Endiandra pubens",24.5,"AUSTRAITS_dataset_49"
"974","Endiandra sieberi",9.1,"AUSTRAITS_dataset_49"
"975","Endiandra sieberi",21.61,"Gallagher_field_workPHD"
"982","Endiandra virens",16.625,"AUSTRAITS_dataset_49"
"987","Erythrina species 'croftby'",31.85,"AUSTRAITS_dataset_49"
"992","Eugenia uniflora",9.14375,"http://www.weeds.org.au/cgi-bin/weedident.cgi?tpl=plant.tpl&state=&s=&ibra=all&card=T40"
"994","Eupomatia bennettii",35,"AUSTRAITS_dataset_68"
"996","Eupomatia bennettii",60.638,"AUSTRAITS_dataset_49"
"999","Eupomatia laurina",22.17,"AUSTRAITS_dataset_68"
"1002","Eupomatia laurina",24.07,"AUSTRAITS_dataset_10"
"1004","Eupomatia laurina",30.52,"AUSTRAITS_dataset_68"
"1005","Eupomatia laurina",30.521,"AUSTRAITS_dataset_8"
"1006","Eupomatia laurina",30.95,"Gallagher_field_workPHD"
"1007","Eupomatia laurina",32.17,"Gallagher_field_workPHD"
"1008","Eupomatia laurina",32.39,"Gallagher_field_workPHD"
"1009","Eupomatia laurina",32.97,"AUSTRAITS_dataset_68"
"1010","Eupomatia laurina",32.972,"AUSTRAITS_dataset_28"
"1011","Eupomatia laurina",34.28,"AUSTRAITS_dataset_68"
"1012","Eupomatia laurina",34.281,"AUSTRAITS_dataset_8"
"1014","Eupomatia laurina",34.562,"AUSTRAITS_dataset_28"
"1015","Eupomatia laurina",34.639,"AUSTRAITS_dataset_8"
"1016","Eupomatia laurina",34.64,"AUSTRAITS_dataset_68"
"1017","Eupomatia laurina",35.92,"Gallagher_field_workPHD"
"1018","Eupomatia laurina",38.64,"AUSTRAITS_dataset_28"
"1019","Eupomatia laurina",40.28,"Gallagher_field_workPHD"
"1020","Eupomatia laurina",41.563,"AUSTRAITS_dataset_49"
"1021","Eupomatia laurina",42.437,"AUSTRAITS_dataset_8"
"1022","Eupomatia laurina",42.44,"AUSTRAITS_dataset_68"
"1023","Eupomatia laurina",75.65,"AUSTRAITS_dataset_39"
"1044","Euroschinus falcatus",13.75,"AUSTRAITS_dataset_68"
"1045","Euroschinus falcatus",19.1,"Gallagher_field_workPHD"
"1046","Euroschinus falcatus",22.6,"Gallagher_field_workPHD"
"1047","Euroschinus falcatus",23.53,"Gallagher_field_workPHD"
"1048","Euroschinus falcatus",23.87,"AUSTRAITS_dataset_49"
"1049","Euroschinus falcatus",28.94,"Gallagher_field_workPHD"
"1050","Euroschinus falcatus",40.42,"AUSTRAITS_dataset_39"
"1060","Ficus coronata",17.5,"AUSTRAITS_dataset_68"
"1061","Ficus coronata",18.375,"AUSTRAITS_dataset_49"
"1062","Ficus coronata",25.41,"AUSTRAITS_dataset_68"
"1063","Ficus coronata",25.412,"AUSTRAITS_dataset_8"
"1064","Ficus coronata",25.85,"AUSTRAITS_dataset_68"
"1065","Ficus coronata",25.852,"AUSTRAITS_dataset_28"
"1066","Ficus coronata",26.29,"Gallagher_field_workPHD"
"1067","Ficus coronata",36.716,"AUSTRAITS_dataset_8"
"1068","Ficus coronata",36.72,"AUSTRAITS_dataset_68"
"1069","Ficus coronata",41.718,"AUSTRAITS_dataset_28"
"1070","Ficus coronata",61.777,"AUSTRAITS_dataset_28"
"1081","Ficus coronata",34.577,"C. James SEQLD field data"
"1082","Ficus coronata",23.58366667,"C. James SEQLD field data"
"1083","Ficus coronata",41.381,"C. James SEQLD field data"
"1084","Ficus fraseri",29.925,"AUSTRAITS_dataset_49"
"1085","Ficus fraseri",30,"AUSTRAITS_dataset_68"
"1087","Ficus fraseri",31.232,"AUSTRAITS_dataset_28"
"1088","Ficus fraseri",35.68,"AUSTRAITS_dataset_28"
"1090","Ficus fraseri",39.952,"AUSTRAITS_dataset_28"
"1091","Ficus fraseri",45.28,"Gallagher_field_workPHD"
"1092","Ficus fraseri",52.133,"AUSTRAITS_dataset_28"
"1099","Ficus obliqua",16.979,"AUSTRAITS_dataset_49"
"1100","Ficus obliqua",20,"AUSTRAITS_dataset_68"
"1101","Ficus obliqua",21.22,"Gallagher_field_workPHD"
"1110","Ficus opposita",19.6,"AUSTRAITS_dataset_56"
"1111","Ficus opposita",46.638,"AUSTRAITS_dataset_49"
"1112","Ficus opposita",55.65,"AUSTRAITS_dataset_39"
"1117","Ficus racemosa",52.5,"AUSTRAITS_dataset_49"
"1118","Ficus racemosa",60.9,"AUSTRAITS_dataset_56"
"1119","Ficus racemosa",65.468,"AUSTRAITS_dataset_29"
"1120","Ficus racemosa",72,"AUSTRAITS_dataset_68"
"1127","Ficus virens",46.288,"AUSTRAITS_dataset_49"
"1130","Ficus watkinsiana",58.33,"AUSTRAITS_dataset_68"
"1132","Ficus watkinsiana",61.25,"Gallagher_field_workPHD"
"1133","Ficus watkinsiana",63,"AUSTRAITS_dataset_49"
"1147","Flagellaria indica",13.23,"AUSTRAITS_dataset_56"
"1148","Flagellaria indica",14.38,"AUSTRAITS_dataset_68"
"1149","Flagellaria indica",14.382,"AUSTRAITS_dataset_52"
"1151","Flagellaria indica",16.119,"AUSTRAITS_dataset_52"
