"","metric","p","R2.adj","est","stderr","t","p.term","est.quad","stderr.quad","t.quad","p.term.quad"
"hydro14","M_MinM.x",0.037925258339625,0.11682,185.10003211424,130.699749147487,1.41622331581804,0.165074260719896,-660.482265105117,592.014965651361,-1.11565129840666,0.2717650970309
"hydro15","M_MaxM.x",0.010136974474712,0.17762,263.559263293993,105.078607720892,2.50821046272381,0.016647641804497,-1542.35287061372,731.594118302742,-2.10820840685802,0.0418459998875469
"hydro16","FRic",1.30016637993854e-09,0.65123,58.5305924678154,13.1585926774335,4.44808908540754,7.64408774357307e-05,-126.87309525281,66.1635897820232,-1.91756668087077,0.0629105195152942
"hydro17","nbsp",3.7017731280108e-25,0.94962,0.191099758027011,0.0441450287313788,4.32890777328174,0.000109524398831176,0.00031840854719518,0.000700223289785711,0.454724302718669,0.651964411592289
"hydro18","richness",4.77412879756321e-13,0.77257,66.6261615202024,11.1634253157368,5.96825433375553,6.93194361967964e-07,-126.601251808959,41.1694689391159,-3.07512472400811,0.00394231653766624
"hydro19","exotics",0.0223136806062049,0.14178,-10.6873279822357,5.13227928911224,-2.08237459035171,0.0442782097197195,7.80230201354347,7.1022927986265,1.09856101892228,0.279056974333343
"hydro20","seed.mass",0.00402296428545808,0.21769,8.57134480931905,2.39111639998272,3.58466229807172,0.00096933359733143,-2.50587483444338,0.723979400129507,-3.46125156875336,0.00137244026265782
"hydro21","leaf.area",0.0200490475009566,0.14673,4.34433458956638,1.77154534762837,2.45228528605396,0.019033988926763,-0.349649086011833,0.165424195154037,-2.11365142617894,0.0413488186452446
"hydro22","MDFMDFDry.y",0.014258797811694,0.16231,-9.26095207504004,3.16689196195073,-2.92430312947446,0.00586331948740532,5.46602067549394,2.23227479780592,2.44863252538014,0.0192001958278043
"hydro23","LSPeak.y",0.0378163800240697,0.11696,3.59200917524915,2.2036710939112,1.63001147729076,0.111584245935303,-8.9589229842455,3.53147621621341,-2.53687762163428,0.0155334080694131
"hydro24","M_MinM.y",5.54756072336146e-05,0.3794,6.01539323876941,1.43178367371648,4.20132827968016,0.000160522663401236,-2.52711595179285,1.26972015303984,-1.99029364521204,0.0539851254179392
"hydro25","M_MaxM.y",0.00134295957762878,0.26274,4.26983295883276,1.09230246731193,3.90902070315788,0.000380750980789958,-1.50946168596894,0.386105057213079,-3.90945846931995,0.000380264164638368
"hydro26","production_dryland_w",0.00349882754963391,0.22357,29.7817898157554,8.49461806775076,3.50595984165785,0.00121064667503683,-53.8094808562685,18.0773299083373,-2.97662769497012,0.00511435373359944
"hydro27","richness.stand",9.42851157843525e-14,0.79166,81.8570075184435,16.3962864802762,4.99241139857569,1.44407251486432e-05,-179.757214853702,82.9301843899249,-2.16757283462088,0.0366981223846968
"hydro28","FDis.SES",0.0395742891782327,0.11479,-1.03547648236357,0.459530800543626,-2.25333422947623,0.0302528172134477,0.729236583434707,0.368591955972126,1.97843868163486,0.0553604288562471
"hydro29","richness.stand.ln",0,1,1,2.61373890487065e-16,3825936852898816,0,2.92329500133026e-17,2.07569379267162e-17,1.40834597648804,0.167376473955021
